name,path
User015a_test1_BET_01_05-09-2019_recording0_U1567693383_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015a_test1_BET_01_05-09-2019/User015a_test1_BET_01_05-09-2019_recording0
User015b_test15_BDS_15_05-09-2019_recording0_U1567703503_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015b_test15_BDS_15_05-09-2019/User015b_test15_BDS_15_05-09-2019_recording0
User015d_test12_IES_12_05-09-2019_recording0_U1567697741_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015d_test12_IES_12_05-09-2019/User015d_test12_IES_12_05-09-2019_recording0
User015d_test14_IDS_14_05-09-2019_recording0_U1567698232_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015d_test14_IDS_14_05-09-2019/User015d_test14_IDS_14_05-09-2019_recording0
User015b_test7_BDS_07_05-09-2019_recording0_U1567695274_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015b_test7_BDS_07_05-09-2019/User015b_test7_BDS_07_05-09-2019_recording0
User015_test8_IET_08_05-09-2019_recording0_U1567696566_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015_test8_IET_08_05-09-2019/User015_test8_IET_08_05-09-2019_recording0
User015_test9_BET_09_05-09-2019_recording0_U1567696810_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User015_Group_Test_05-09-2019--16-14-05/User015_test9_BET_09_05-09-2019/User015_test9_BET_09_05-09-2019_recording0
User013c_test8_IET_08_05-09-2019_recording0_U1567678265_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013c_test8_IET_08_05-09-2019/User013c_test8_IET_08_05-09-2019_recording0
User013d_test15_BDS_15_05-09-2019_recording0_U1567680186_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013d_test15_BDS_15_05-09-2019/User013d_test15_BDS_15_05-09-2019_recording0
User013d_test13_BES_13_05-09-2019_recording0_U1567679675_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013d_test13_BES_13_05-09-2019/User013d_test13_BES_13_05-09-2019_recording0
User13a_test2_IDT_02_05-09-2019_recording0_U1567675887_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User13a_test2_IDT_02_05-09-2019/User13a_test2_IDT_02_05-09-2019_recording0
User13a_test1_BET_01_05-09-2019_recording0_U1567675668_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User13a_test1_BET_01_05-09-2019/User13a_test1_BET_01_05-09-2019_recording0
User13a_test3_BDT_03_05-09-2019_recording0_U1567676080_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User13a_test3_BDT_03_05-09-2019/User13a_test3_BDT_03_05-09-2019_recording0
User013c_test9_BET_09_05-09-2019_recording0_U1567678490_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013c_test9_BET_09_05-09-2019/User013c_test9_BET_09_05-09-2019_recording0
User013d_test12_IES_12_05-09-2019_recording0_U1567679482_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013d_test12_IES_12_05-09-2019/User013d_test12_IES_12_05-09-2019_recording0
User013d_test14_IDS_14_05-09-2019_recording0_U1567679965_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013d_test14_IDS_14_05-09-2019/User013d_test14_IDS_14_05-09-2019_recording0
User13a_test0_IET_00_05-09-2019_recording0_U1567675348_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User13a_test0_IET_00_05-09-2019/User13a_test0_IET_00_05-09-2019_recording0
User013c_test10_IDT_10_05-09-2019_recording0_U1567678773_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013c_test10_IDT_10_05-09-2019/User013c_test10_IDT_10_05-09-2019_recording0
User013c_test11_BDT_11_05-09-2019_recording0_U1567679017_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013c_test11_BDT_11_05-09-2019/User013c_test11_BDT_11_05-09-2019_recording0
User013b_test7_BDS_07_05-09-2019_recording0_U1567677391_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013b_test7_BDS_07_05-09-2019/User013b_test7_BDS_07_05-09-2019_recording0
User013b_test4_IES_04_05-09-2019_recording0_U1567676541_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013b_test4_IES_04_05-09-2019/User013b_test4_IES_04_05-09-2019_recording0
User013b_test6_IDS_06_05-09-2019_recording0_U1567677074_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013b_test6_IDS_06_05-09-2019/User013b_test6_IDS_06_05-09-2019_recording0
User013b_test5_BES_05_05-09-2019_recording0_U1567676821_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User13a_Group_Test_05-09-2019--10-16-58/User013b_test5_BES_05_05-09-2019/User013b_test5_BES_05_05-09-2019_recording0
User024b_test15_BDS_15_11-09-2019_recording0_U1568207674_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024b_test15_BDS_15_11-09-2019/User024b_test15_BDS_15_11-09-2019_recording0
User024b_test13_BES_13_11-09-2019_recording0_U1568206936_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024b_test13_BES_13_11-09-2019/User024b_test13_BES_13_11-09-2019_recording0
User024b_test12_IES_12_11-09-2019_recording0_U1568206594_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024b_test12_IES_12_11-09-2019/User024b_test12_IES_12_11-09-2019_recording0
User024b_test14_IDS_14_11-09-2019_recording0_U1568207386_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024b_test14_IDS_14_11-09-2019/User024b_test14_IDS_14_11-09-2019_recording0
User024c_test1_BET_01_11-09-2019_recording0_U1568209214_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024c_test1_BET_01_11-09-2019/User024c_test1_BET_01_11-09-2019_recording0
User024d_test4_IES_04_11-09-2019_recording0_U1568209928_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024d_test4_IES_04_11-09-2019/User024d_test4_IES_04_11-09-2019_recording0
User024a_test11_BDT_11_11-09-2019_recording0_U1568205945_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024a_test11_BDT_11_11-09-2019/User024a_test11_BDT_11_11-09-2019_recording0
User024d_test7_BDS_07_11-09-2019_recording0_U1568210678_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024d_test7_BDS_07_11-09-2019/User024d_test7_BDS_07_11-09-2019_recording0
User024c_test2_IDT_02_11-09-2019_recording0_U1568209416_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024c_test2_IDT_02_11-09-2019/User024c_test2_IDT_02_11-09-2019_recording0
User024d_test5_BES_05_11-09-2019_recording0_U1568210183_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024d_test5_BES_05_11-09-2019/User024d_test5_BES_05_11-09-2019_recording0
User024c_test0_IET_00_11-09-2019_recording0_U1568208765_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024c_test0_IET_00_11-09-2019/User024c_test0_IET_00_11-09-2019_recording0
User024c_test3_BDT_03_11-09-2019_recording0_U1568209612_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024c_test3_BDT_03_11-09-2019/User024c_test3_BDT_03_11-09-2019_recording0
User024d_test6_IDS_06_11-09-2019_recording0_U1568210428_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024d_test6_IDS_06_11-09-2019/User024d_test6_IDS_06_11-09-2019_recording0
User024a_test10_IDT_10_11-09-2019_recording0_U1568205645_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024a_test10_IDT_10_11-09-2019/User024a_test10_IDT_10_11-09-2019_recording0
User024a_test8_IET_08_11-09-2019_recording0_U1568205069_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024a_test8_IET_08_11-09-2019/User024a_test8_IET_08_11-09-2019_recording0
User024a_test9_BET_09_11-09-2019_recording0_U1568205403_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User024a_Group_Test_11-09-2019--13-23-55/User024a_test9_BET_09_11-09-2019/User024a_test9_BET_09_11-09-2019_recording0
User008b_test7_BDS_07_03-09-2019_recording0_U1567516420_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008b_test7_BDS_07_03-09-2019/User008b_test7_BDS_07_03-09-2019_recording0
User008a_test1_BET_01_03-09-2019_recording0_U1567513739_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008a_test1_BET_01_03-09-2019/User008a_test1_BET_01_03-09-2019_recording0
User008a_test2_IDT_02_03-09-2019_recording0_U1567514064_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008a_test2_IDT_02_03-09-2019/User008a_test2_IDT_02_03-09-2019_recording0
User008b_test4_IES_04_03-09-2019_recording0_U1567515022_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008b_test4_IES_04_03-09-2019/User008b_test4_IES_04_03-09-2019_recording0
User008d_test12_IES_12_03-09-2019_recording0_U1567518214_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008d_test12_IES_12_03-09-2019/User008d_test12_IES_12_03-09-2019_recording0
User008d_test14_IDS_14_03-09-2019_recording0_U1567518783_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008d_test14_IDS_14_03-09-2019/User008d_test14_IDS_14_03-09-2019_recording0
User008a_test0_IET_00_03-09-2019_recording0_U1567513257_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008a_test0_IET_00_03-09-2019/User008a_test0_IET_00_03-09-2019_recording0
User008b_test6_IDS_06_03-09-2019_recording0_U1567516068_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008b_test6_IDS_06_03-09-2019/User008b_test6_IDS_06_03-09-2019_recording0
User008d_test15_BDS_15_03-09-2019_recording0_U1567519055_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008d_test15_BDS_15_03-09-2019/User008d_test15_BDS_15_03-09-2019_recording0
User008d_test13_BES_13_03-09-2019_recording0_U1567518507_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008d_test13_BES_13_03-09-2019/User008d_test13_BES_13_03-09-2019_recording0
User008b_test5_BES_05_03-09-2019_recording0_U1567515687_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008b_test5_BES_05_03-09-2019/User008b_test5_BES_05_03-09-2019_recording0
User008a_test3_BDT_03_03-09-2019_recording0_U1567514430_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008a_test3_BDT_03_03-09-2019/User008a_test3_BDT_03_03-09-2019_recording0
User008c_test11_BDT_11_03-09-2019_recording0_U1567517918_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008c_test11_BDT_11_03-09-2019/User008c_test11_BDT_11_03-09-2019_recording0
User008c_test10_IDT_10_03-09-2019_recording0_U1567517613_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008c_test10_IDT_10_03-09-2019/User008c_test10_IDT_10_03-09-2019_recording0
User008c_test8_IET_08_03-09-2019_recording0_U1567517040_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008c_test8_IET_08_03-09-2019/User008c_test8_IET_08_03-09-2019_recording0
User008c_test9_BET_09_03-09-2019_recording0_U1567517340_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User008a_Group_Test_03-09-2019--13-13-00/User008c_test9_BET_09_03-09-2019/User008c_test9_BET_09_03-09-2019_recording0
User003D_test15_BDS_15_30-08-2019_recording0_U1567180498_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003D_test15_BDS_15_30-08-2019/User003D_test15_BDS_15_30-08-2019_recording0
User003C_test14_IDS_14_30-08-2019_recording0_U1567179992_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test14_IDS_14_30-08-2019/User003C_test14_IDS_14_30-08-2019_recording0
User003_test1_BET_01_30-08-2019_recording0_U1567175228_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003_test1_BET_01_30-08-2019/User003_test1_BET_01_30-08-2019_recording0
User003C_test12_IES_12_30-08-2019_recording0_U1567179418_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test12_IES_12_30-08-2019/User003C_test12_IES_12_30-08-2019_recording0
User003_test2_IDT_02_30-08-2019_recording0_U1567175506_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003_test2_IDT_02_30-08-2019/User003_test2_IDT_02_30-08-2019_recording0
User003C_test13_BES_13_30-08-2019_recording0_U1567179668_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test13_BES_13_30-08-2019/User003C_test13_BES_13_30-08-2019_recording0
User003_test0_IET_00_30-08-2019_recording0_U1567174878_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003_test0_IET_00_30-08-2019/User003_test0_IET_00_30-08-2019_recording0
User003_test3_BDT_03_30-08-2019_recording0_U1567175776_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003_test3_BDT_03_30-08-2019/User003_test3_BDT_03_30-08-2019_recording0
User003C_test10_IDT_10_30-08-2019_recording0_U1567178731_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test10_IDT_10_30-08-2019/User003C_test10_IDT_10_30-08-2019_recording0
User003C_test9_BET_09_30-08-2019_recording0_U1567178425_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test9_BET_09_30-08-2019/User003C_test9_BET_09_30-08-2019_recording0
User003C_test11_BDT_11_30-08-2019_recording0_U1567179035_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003C_test11_BDT_11_30-08-2019/User003C_test11_BDT_11_30-08-2019_recording0
User003B_test7_BDS_07_30-08-2019_recording0_U1567177189_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003B_test7_BDS_07_30-08-2019/User003B_test7_BDS_07_30-08-2019_recording0
User003B_test4_IES_04_30-08-2019_recording0_U1567176395_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003B_test4_IES_04_30-08-2019/User003B_test4_IES_04_30-08-2019_recording0
User003B_test6_IDS_06_30-08-2019_recording0_U1567176888_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003B_test6_IDS_06_30-08-2019/User003B_test6_IDS_06_30-08-2019_recording0
User003B_test8_IET_08_30-08-2019_recording0_U1567177759_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003B_test8_IET_08_30-08-2019/User003B_test8_IET_08_30-08-2019_recording0
User003B_test5_BES_05_30-08-2019_recording0_U1567176618_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User003_Group_Test_30-08-2019--15-16-35/User003B_test5_BES_05_30-08-2019/User003B_test5_BES_05_30-08-2019_recording0
User005d_test15_BDS_15_02-09-2019_recording0_U1567430308_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User005a_Group_Test_02-09-2019--13-10-17/User005d_test15_BDS_15_02-09-2019/User005d_test15_BDS_15_02-09-2019_recording0
User005d_test13_BES_13_02-09-2019_recording0_U1567429901_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User005a_Group_Test_02-09-2019--13-10-17/User005d_test13_BES_13_02-09-2019/User005d_test13_BES_13_02-09-2019_recording0
User005c_test9_BET_09_02-09-2019_recording0_U1567429025_EEG_rawEEGData.csv,/cs/home/ybk1/Dissertation/Experiment Anonymised Version/User005a_Group_Test_02-09-2019--13-10-17/User005c_test9_BET_09_02-09-2019/User005c_test9_BET_09_02-09-2019_recording0
